timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-07-11T01:18:56,codecarbon,0b86ce11-0574-4d45-a6da-a2899e7bdea1,483.6494109630585,0.010502140194354553,2.171436572918046e-05,42.5,984.052,420.68066024780273,0.005709730915559663,0.1193709973819303,0.05588457125715991,0.1809652995546499,France,FRA,,,,Linux-5.15.0-1037-aws-x86_64-with-glibc2.17,3.8.17,2.2.4,96,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-40GB,,,1121.8150939941406,machine,N,1.0
