value
-2.3442879
0.29757836
0.14518192
-0.2621148
-1.0456884
-2.035107
-0.3753575
-0.7096975
-0.52612734
-0.8137874
-1.9233574
-1.3181324
-1.1912172
-0.22362168
-0.9014376
-0.8144844
-1.6346091
-0.8071438
-0.53127956
0.117622815
-1.95309
-1.3633764
-1.0243629
-1.1313258
-0.9287113
0.39587834
-0.38570005
-1.2440959
-1.290952
-1.9548202
-1.8723605
-1.0999002
-1.4848583
-1.0196921
-1.2666997
-0.8087748
-1.5968075
-0.96958035
-2.0088813
-2.078753
-1.2580276
-0.9999174
-1.5402519
-0.5614157
-2.2148175
-1.6654923
-0.79760087
-1.969338
-0.6209694
-0.9171887
-0.7212488
-2.303368
-2.2784765
-0.9058485
-0.8965938
-1.619909
-1.8692486
-1.0572916
0.058782414
-0.11028904
-2.5165157
-0.335227
-0.37568066
-1.1412759
-0.5917381
-1.5366364
-2.0207288
-0.37643203
-1.4740756
-0.91676736
0.18034393
0.38726267
-1.7097814
-0.48481658
-1.7790216
-2.1395192
-0.98612297
-2.2937846
-0.810816
-0.7957037
-2.4361455
-1.4978468
-2.447847
-0.017556265
-3.6287575
-1.126782
-1.6380272
-0.61448455
-0.5804386
-0.66874075
-0.36035764
-1.9516783
-2.393095
-0.85100245
-0.5400738
-1.7755053
-1.2788527
-1.2049544
-0.8467966
-1.25306
-1.0527105
-0.7805443
-1.0712882
-0.11899677
-1.1197925
-0.6267232
-0.87253577
-0.75488436
0.04465364
-0.84913874
-0.99184036
-0.88171417
-1.5793028
-0.2749598
-0.15556839
-1.1365271
-2.616344
-0.242028
-3.3901844
-0.70647997
-0.6055296
-1.7833761
-0.9115095
-0.36251736
-1.1797831
-1.2017825
-1.7466894
-1.2315671
-0.86936975
-1.2999587
-0.88036585
-1.9934571
-1.3733861
-0.5449376
-0.8128185
-1.5023904
-1.3156679
-1.2171531
-1.8179048
-2.6048577
-0.07343942
-1.2035613
-1.4312161
-1.0312017
-1.1497288
-1.3817523
-1.3955553
0.20634186
-0.70583427
-2.9109056
-1.3541791
-0.2819573
-0.77593195
-2.978182
-1.1119423
-2.8201852
-1.1143433
-2.7830844
-0.75280184
-1.6342
-0.9183199
-1.4179277
-0.6499477
-0.989798
-1.3515848
-0.32163662
-1.8835412
-1.2542318
-1.5401399
-1.2296147
-1.1633213
-1.0833604
-1.0255764
-1.4008235
-1.8799733
-1.2683643
-1.4664142
-0.85282445
-0.8768615
-1.9041636
-0.8682308
-0.20440342
-0.95413023
-1.0002735
-0.4923864
-1.3951485
-0.1009212
-0.70839
-0.98839605
-1.1808891
-1.1888137
-1.6142238
-0.5104676
-1.4637307
-0.4906314
-0.74705803
-0.9556717
-2.1137516
-2.7846107
-1.332676
-0.57689893
-1.6632248
-1.1093228
-0.057016402
-1.8109627
-0.7882899
-1.3046992
-0.31993133
-1.7746406
-0.6911495
-1.7350603
-1.309704
-0.99104655
-0.66340363
-1.5542591
-0.4340456
-0.6787619
-1.8391744
-1.8605388
-1.2792854
-1.4164776
-1.6645429
-2.4148703
-1.0588833
-1.5268569
-0.7073131
-2.5045936
-1.12831
-2.3593938
-1.8943394
-0.89160573
-0.75152177
-1.2448953
-0.061398864
-1.712267
-0.71732193
-1.4013169
-1.199724
-2.5859127
-1.118854
-0.8759328
-0.82741666
-2.1005232
-1.2152499
-2.487615
-1.3271277
-2.6657953
-2.5717916
-1.6172204
-0.7342396
-1.7700582
-1.9380974
-0.45465425
-0.11249911
-0.9953289
-1.227544
-0.27124634
-1.5020888
-1.9688244
-2.821824
-0.1506989
-1.2250735
-1.3711084
-2.4172788
-1.3894451
-0.70240605
-0.963794
-2.029799
-1.6750414
-1.7605749
-2.0800366
-0.9345169
-1.9933546
-0.60491484
-0.8400042
-1.6588546
-0.7691308
-0.12140758
-1.1763008
-0.4509408
-1.5504282
-1.2687662
-2.3800957
0.10440922
-0.79920274
-1.6362028
-2.646593
-1.4908816
-1.1654406
-0.08661425
-0.83115184
-2.1521468
-2.4764462
-1.7382324
-0.7872975
0.1526934
-1.5188698
-2.2121792
-1.6996472
-1.9936829
-1.1937582
-2.6571927
-0.89879864
-1.8932669
-1.3582921
0.12330585
-1.7789139
-0.4869913
-0.5166776
-1.2395765
-0.6894965
-0.9775646
0.47744069
-0.9048127
-0.9664011
-1.6185576
-1.3081857
-0.993991
-1.1023675
-1.0015068
-2.1746135
-1.4568502
-1.4787078
-1.2911953
-0.17771262
-1.1395614
-2.3075175
-0.9139333
-0.5433728
-1.5841899
-1.501426
-0.70143825
-2.815904
-1.2268009
-2.0729103
-0.15114388
-1.1878914
-1.0089422
-1.0627263
-2.1315727
-0.3057274
-1.4738821
-1.4744478
-0.57028085
-0.16640127
-1.4134567
-0.9908807
-0.027367234
-2.0120335
-0.89775884
-0.87230456
-0.44628537
-0.31136736
-1.43082
-1.0951824
-1.8441889
-1.9674143
-2.2295475
-2.4983623
-0.6352562
-0.9172518
-0.87123674
-2.1420546
-0.5305975
-1.586525
-1.000991
0.73364365
-1.1603668
-0.89282584
-0.105092525
-0.3644733
-1.5050384
-0.3784283
-0.8864567
-2.5442433
-2.4795122
-1.2717415
-1.114972
-0.10731745
-2.4683542
-1.7605083
-1.6090262
-1.3811576
-0.7064688
-0.93505174
0.1909846
-0.46631548
-2.398332
-1.8755856
-0.94246054
-1.1631783
-2.070104
-0.8023522
-0.79464775
-1.4186838
-2.4982066
-1.2499567
-1.5473558
-1.00266
-2.186248
-0.57899433
-1.9109907
-2.579129
-0.5155484
-1.2279963
-1.6204078
-1.8925629
-1.9188738
-0.5455501
-0.6719137
-2.4952962
-1.2857407
-1.4131941
-0.9075562
-0.88617057
-1.1501055
-0.17106095
-1.3184118
0.12335514
-1.3425632
-0.9242691
-0.12097325
0.24242052
-1.2058481
-0.5078653
-0.81341124
-1.9074483
-1.0710844
-1.8557718
-1.6055207
-1.838469
-0.68421125
-1.0661651
-0.2493871
-0.71547335
-1.5552678
-2.3537817
-0.9701619
-1.1154531
-0.29871315
-1.7980337
-1.353586
-1.1206505
-0.65141535
-0.1608918
-1.9079798
-0.81707937
-1.7376652
-0.68817234
-1.7170751
-1.8667685
-2.158041
-0.85471344
-1.2793901
-2.3692367
0.1692657
-2.7030492
-1.6370108
-1.5756649
-0.21506083
-1.7079939
-1.2108073
-1.3649133
-1.46924
-0.96137935
-0.92298895
-0.9655152
-2.1970587
-2.3085308
-0.7514522
-0.35021287
-1.0044423
-0.9485888
-1.9003682
-2.5711653
0.19565028
-1.9990025
-1.3303046
-0.80968255
-0.024928689
-0.95308244
-1.3242776
-2.4855494
-0.46907514
-0.6682103
-1.5338268
-0.5314126
-0.9170391
-1.3196449
-1.9482839
-1.843024
-1.0111678
-1.0098914
-0.7285527
-2.471305
-1.1581858
-1.9210207
0.17916039
-1.5365499
-0.32155943
-2.3974671
-1.0442251
-0.7481142
-1.8035053
0.3481209
-1.4487633
-0.94432235
-1.9562521
-2.1156056
-1.2900295
-1.4949982
-2.470964
-1.5996256
-1.0411794
-2.053944
-1.5467749
-1.5108476
-1.5470922
-2.5252824
-1.8448764
-1.0772974
-0.9533087
-0.12318288
-0.012597844
-1.3813727
-2.2428834
-1.4780605
-1.1282873
-1.1313528
-0.45541996
-1.7378334
-1.2624257
-2.019636
-0.48536587
-0.53955376
-1.7203529
-0.75810206
-0.10281009
-0.10370863
-1.6498752
-1.2978909
-2.6957521
0.5850972
-1.5598575
-1.3934438
-2.8201518
-0.90017825
0.030036747
-1.2267864
0.17946495
-0.6446255
-0.94173867
-0.46624583
-1.7474357
-2.3230228
0.26975268
-0.21894667
-0.3051484
-1.3340069
0.021530032
-1.096879
0.36875364
-1.0909789
-0.8552058
0.17539018
-1.4632456
-1.548636
-1.0425699
-1.7254255
0.1120043
-0.70379776
-0.59950906
-1.5865595
-2.0299082
-1.8513333
-0.93456465
-0.435787
-0.47187582
-1.6307163
-0.67375576
-1.3775117
-0.74714667
-1.591834
-2.1879213
-1.3648578
-2.2364464
-1.3934097
-0.8753209
-1.3114686
-1.7208415
-2.058058
-1.1740699
-2.0466661
-0.6759721
-2.2525916
-1.2960336
-0.8300946
-1.273115
-1.2695735
-1.5776556
-2.0372393
-0.749049
-1.5461276
-0.573555
-1.5819538
-0.58075356
-1.0559336
-1.7837266
-1.9128921
-1.158089
-0.910787
-1.9694552
0.112683
-2.0160751
-1.1357726
-0.9862381
-0.6050054
-0.61151206
-2.1406758
-0.9194768
-0.6633309
-0.46682078
-2.2982311
-1.5889068
-1.7971262
-0.12684499
-0.11408157
0.2787264
-1.501514
-0.5500796
-1.5303414
-1.8030667
-1.1280758
-1.1932579
-1.91695
-1.7280741
-1.4981582
-2.7179713
-0.8956135
-2.3489416
-2.0646641
-0.9998213
-1.5963978
-0.38367105
-0.6484182
-1.9678292
-0.044382676
-0.7904657
-1.5986389
-0.44188705
-1.1488556
-2.838906
-0.7203095
-1.0105804
-2.1367416
-1.6545103
-1.525021
-1.6331701
-0.8688279
-1.7694044
-2.3908157
-0.568617
-1.0649419
-1.1746191
-0.8937218
-1.623009
-0.6621474
-1.377841
-0.5646731
-2.2995405
-1.5709388
-0.41142485
-1.4453664
-1.967545
-2.3325357
-0.8227016
0.049022704
-2.253124
-1.1876495
-1.2906475
-1.3186399
-2.433643
-1.1168188
-1.7729095
-2.2740173
-1.548742
-1.4358392
-0.92408484
-1.6957227
-1.4730155
-0.57644355
-1.6772355
-1.6002569
-0.9015055
-1.6695145
-2.7447317
-1.5432931
-1.252306
-0.5947108
-1.3703692
-0.64025664
-0.79110515
-0.62840044
-0.47324687
-1.4099067
-1.3961524
-1.2527945
-0.011290535
-0.22319925
-1.0274495
-1.969184
-2.4982076
-1.7218325
-2.0890577
-2.3880882
-0.58169824
-2.2041583
-0.8967518
-1.1860139
-0.7264023
-0.5354438
-0.44635537
-1.886318
-0.35988322
-0.7448212
-1.3235884
-1.4288287
-0.11159706
-0.6986099
-1.08128
-0.6812091
1.1152998
-2.9353614
-0.53544664
-0.1999785
-0.8839469
-1.1188548
-1.3637153
0.05060208
0.41771707
-0.8814203
-1.1223847
-0.7875717
-1.9289832
-1.7015481
-0.49910098
-0.0017962009
-1.2763491
-0.22651674
-0.47952396
-0.34278142
-1.3823851
-2.7262714
-1.4099679
-0.34195322
-1.321358
-1.4285641
-2.614658
-1.1240863
-0.655502
-0.67575634
0.028019726
-0.9742646
-2.415711
-1.4433801
-0.4593512
-0.8205949
-2.39123
-0.5724739
-1.2983855
-0.709079
-1.6613611
-1.3439808
-1.2002869
-0.6276286
-0.5253824
-2.9438806
-0.7160461
-1.0924047
-1.0055792
-0.70345616
-1.5383247
-1.2541721
-2.7550745
-0.55875427
-0.76823246
-0.5481323
-1.1011441
-1.0583506
-1.7134953
-1.3203491
-0.91931427
-1.2352073
-1.5203046
-0.2813036
-2.903493
-1.5041338
-1.2635622
-2.158872
-2.0544944
-1.7290375
-0.93710434
-2.2017977
-1.8396263
-2.8772411
-1.5469662
-1.2344341
-1.790998
-0.9306917
-0.9580625
-0.9641056
-1.9132761
-0.46470046
-1.5402527
-1.0706255
-1.4075567
-0.49493432
-0.96542895
-1.3015664
-1.2378182
-1.6923535
-0.8705241
-1.7924523
-1.6385367
-1.2070827
-1.4861546
-1.7029756
-1.6541003
-0.3356459
-2.0224497
-1.8667277
-1.7038862
-0.19943902
-1.1055279
-0.8175528
-2.0497246
-1.4192283
-1.0713735
-0.5558675
-0.20324649
-1.211371
-1.8963113
-0.03267941
-0.71733105
-1.581161
-1.1668718
-1.8433416
-0.44605282
-1.4085897
-1.569612
-0.77686393
-2.1162329
-0.9733461
-2.502593
-1.150336
-1.110932
-1.0458155
-0.90970665
-1.1774445
-1.6520373
-2.3611598
-0.40105128
-1.0976489
0.026007593
-1.1441611
-1.6991086
-1.6589999
-0.7849815
-0.8191897
-1.4158721
-0.73291457
-0.80737174
0.11140914
-2.0194633
-1.2586653
-1.1957464
-1.6124134
-1.6017083
-0.9790851
-2.2269845
-0.6563138
-1.0793252
-0.944944
-1.5990577
-0.44995987
-1.545016
0.122538954
-1.2814227
-1.3006214
-2.126038
-0.28623742
-2.198955
-0.7492782
-1.0575411
-1.8445746
-0.7018479
-0.09718782
-0.60889894
-1.6974195
-2.3443484
0.55636877
-1.3453779
-0.07314338
-1.4775286
-0.78890276
-1.4567523
-1.5999398
-1.2983267
-0.65386415
-0.67395556
-1.1011279
-0.28980315
-2.6013446
-1.0493046
-1.4631704
-1.2967641
-0.89155614
-0.5522414
-0.67757905
-1.4660611
0.027264565
-0.71738803
-0.8478558
-2.7439163
-1.3244264
-2.3511403
-2.010923
-0.77745336
-1.2706078
-1.3501513
-1.0109375
-0.30905557
-1.3254313
-1.0861795
-1.5293217
-2.6889591
-0.6088762
-0.6300799
-1.0169278
-1.784847
-0.922082
-1.9023334
-1.2522094
-2.1259966
-0.8601073
-1.5657661
-2.4841318
-1.3518653
-1.5781972
-1.8696673
-2.1046414
-2.0876207
-1.2307388
-0.4660891
-1.8668357
-2.1472592
-0.4150333
-2.0914056
-0.8168116
-0.615651
-0.2119047
-2.5626726
-1.5446987
-0.13230386
-0.60405886
-0.22613323
-0.9891557
-1.7358949
-1.5455523
-1.305118
-1.1030586
-0.95845455
-3.5488667
-1.2510934
-1.1199794
-1.8634485
-1.7599114
-0.5428881
-2.1248057
-1.0167223
-2.2958925
-1.562392
-0.8164518
0.11491267
-1.3657478
-1.2394447
-1.2871085
-0.1111556
-0.82119024
-1.2450267
-1.1458133
-1.182322
-0.80019355
-1.8294425
-1.635667
-0.59783685
-1.4307708
-2.485091
-2.0046265
-2.5687184
-0.059560448
-1.7456195
-1.0510898
-2.0505643
-1.4920896
-0.7046946
-1.7491972
0.0010410547
-1.297421
-0.626462
-0.5544028
-0.92342275
-1.4081941
-1.2883724
-0.39738715
-1.0404731
-1.3624699
-1.864353
-1.2130392
-1.1318016
-0.64403075
-1.1227977
-2.1694365
-0.9941167
-1.4192537
-0.90531063
-0.74694526
-0.99138045
-1.4028552
-1.4186361
-0.982086
-0.9657803
-2.587543
-1.5935816
-0.91522753
-1.5328228
0.1308599
-0.48210448
-2.2933002
-0.72652996
-2.3020782
-1.704423
-2.0258965
-0.27541107
-1.9534847
-0.877638
-1.417223
-1.7329338
-0.9237927
-0.8127065
-0.7671443
-1.5702617
-0.5197586
-3.1070085
-0.112319686
-1.1364232
-1.7949159
-1.5113821
-0.8805263
-0.43403855
-0.18524082
-2.450964
-2.4313068
-2.2972991
-0.09419829
-0.8727449
-2.0640745
-2.3622434
-1.6696965
-1.6110283
-1.278399
-0.77943593
-0.7553838
-2.2518067
-1.4811618
-1.2845993
-1.507648
-1.2031821
-0.36141646
-1.2743841
-2.3943577
-1.7413307
-1.6677095
-1.9390612
-0.87743217
-1.985569
0.063286796
-1.3869877
-1.5713611
-0.43914294
-0.6818686
-1.0943102
-1.367702
-0.7106707
-0.8952551
-1.4828596
-1.5815972
-1.6966065
-2.7195415
-1.0942678
-1.6709915
-0.61517316
-1.0072749
-1.1088092
-0.41651064
-1.3770164
-1.0018119
-1.1196867
-1.2219934
-1.3021638
